ID,Sensitivity,Sensitivity_lower_bound,Sensitivity_upper_bound,Specificity,Specificity_lower_bound,Specificity_upper_bound,Precision,Precision_lower_bound,Precision_upper_bound,Balanced Accuracy,Balanced Accuracy_lower_bound,Balanced Accuracy_upper_bound,Accuracy,Accuracy_lower_bound,Accuracy_upper_bound,True Positive,True Positive_lower_bound,True Positive_upper_bound,False Negative,False Negative_lower_bound,False Negative_upper_bound,True Negative,True Negative_lower_bound,True Negative_upper_bound,False Positive,False Positive_lower_bound,False Positive_upper_bound
36,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.9987484355444305,0.9962453066332916,1.0,0,0.0,0.0,1,0.0,3.0,798,796.0,799.0,0,0.0,0.0
39,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.9987484355444305,0.9962453066332916,1.0,0,0.0,0.0,1,0.0,3.0,798,796.0,799.0,0,0.0,0.0
40,0.0,0.0,0.0,0.918546365914787,0.8986232790988736,0.9373433583959899,0.0,0.0,0.0,0.4592731829573935,0.45050125313283207,0.932415519399249,0.9173967459324155,0.8986232790988736,0.9361702127659575,0,0.0,0.0,1,0.0,3.0,733,718.0,748.0,65,50.0,81.0
41,0.0,0.0,0.0,0.918546365914787,0.8996235884567126,0.9372647427854455,0.0,0.0,0.0,0.4592731829573935,0.45050125313283207,0.9336670838548186,0.9173967459324155,0.8986232790988736,0.9361702127659575,0,0.0,0.0,1,0.0,3.0,733,718.0,748.0,65,50.0,80.0
42,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.9987484355444305,0.9962453066332916,1.0,0,0.0,0.0,1,0.0,3.0,798,796.0,799.0,0,0.0,0.0
45,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.9987484355444305,0.9962453066332916,1.0,0,0.0,0.0,1,0.0,3.0,798,796.0,799.0,0,0.0,0.0
46,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.9987484355444305,0.9962453066332916,1.0,0,0.0,0.0,1,0.0,3.0,798,796.0,799.0,0,0.0,0.0
47,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.9987484355444305,0.9962453066332916,1.0,0,0.0,0.0,1,0.0,3.0,798,796.0,799.0,0,0.0,0.0
48,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.9987484355444305,0.9962453066332916,1.0,0,0.0,0.0,1,0.0,3.0,798,796.0,799.0,0,0.0,0.0
49,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.9987484355444305,0.9962453066332916,1.0,0,0.0,0.0,1,0.0,3.0,798,796.0,799.0,0,0.0,0.0
50,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.9987484355444305,0.9962453066332916,1.0,0,0.0,0.0,1,0.0,3.0,798,796.0,799.0,0,0.0,0.0
51,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.9987484355444305,0.9962453066332916,1.0,0,0.0,0.0,1,0.0,3.0,798,796.0,799.0,0,0.0,0.0
53,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.9987484355444305,0.9962453066332916,1.0,0,0.0,0.0,1,0.0,3.0,798,796.0,799.0,0,0.0,0.0
54,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.9987484355444305,0.9962453066332916,1.0,0,0.0,0.0,1,0.0,3.0,798,796.0,799.0,0,0.0,0.0
