21,logP-dddc-1.csv
23,logP-dddc-2.csv
25,logP-JudithWarnauDassaultSystemes.csv
26,logP-ChrisLoschen-1.csv
27,logP-ChrisLoschen-2.csv
28,logP-FabioFalcioni-1.csv
29,logp_ensemble_logp_model1.csv
30,logp_ensemble_logp_model2.csv
31,logP-EvrimArslan-6.csv
32,logP-ChrisLoschen-1_5l9kQR3.csv
33,logp_DB1.csv
34,logp_DB2.csv
35,logp_DB3.csv
36,logp_DB4.csv
37,logP-IEFPCMMST-1.csv
38,logP-ECRISM-1.csv
39,logP_AndrewPaluch_MD_1.csv
40,logP_AndrewPaluch_MD_2.csv
41,logP-PieroProcacci-NES1-B.csv
42,logP-PieroProcacci-NES1-G.csv
43,logP-PieroProcacci-NES1-J.csv
44,logP-DavyGuan-1.csv
45,LogP_chemprop_submission.csv
46,logP_RodriguezPaluch_SM12_1.csv
47,logP_RodriguezPaluch_SM8_1.csv
48,logP_RodriguezPaluch_SM8_2.csv
49,logP_RodriguezPaluch_SMD_1.csv
50,logP_RodriguezPaluch_SMD_2.csv
51,logP-MLRUCR-1.csv
52,logp-nhlbi-1.csv
53,logp-nhlbi-2.csv
54,logP_prediction_Iorga_Beckstein_LigParGen.csv
55,logP_prediction_Iorga_Beckstein_CGenFF.csv
56,logP_prediction_Iorga_Beckstein_GAFF.csv
57,logP_prediction_Iorga_Beckstein_OPLS-AA.csv
58,REF00-logP-DanielleBergazin-1.csv
59,NULL0-logP-DanielleBergazin-2.csv
