ID,Sensitivity,Sensitivity_lower_bound,Sensitivity_upper_bound,Specificity,Specificity_lower_bound,Specificity_upper_bound,Precision,Precision_lower_bound,Precision_upper_bound,Balanced Accuracy,Balanced Accuracy_lower_bound,Balanced Accuracy_upper_bound,Accuracy,Accuracy_lower_bound,Accuracy_upper_bound,True Positive,True Positive_lower_bound,True Positive_upper_bound,False Negative,False Negative_lower_bound,False Negative_upper_bound,True Negative,True Negative_lower_bound,True Negative_upper_bound,False Positive,False Positive_lower_bound,False Positive_upper_bound
33,0.0,0.0,0.0,0.9197994987468672,0.899874843554443,0.9374217772215269,0.0,0.0,0.0,0.4598997493734336,0.4510664993726474,0.9336670838548186,0.918648310387985,0.8986232790988736,0.9374217772215269,0,0.0,0.0,1,0.0,3.0,734,718.0,749.0,64,50.0,80.0
35,0.0,0.0,0.0,0.9874686716791979,0.9787234042553191,0.9949811794228356,0.0,0.0,0.0,0.49373433583959897,0.4899749373433584,0.9924906132665833,0.986232790988736,0.9774718397997497,0.9937421777221527,0,0.0,0.0,1,0.0,3.0,788,781.0,794.0,10,4.0,17.0
36,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.9987484355444305,0.9962453066332916,1.0,0,0.0,0.0,1,0.0,3.0,798,796.0,799.0,0,0.0,0.0
37,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.9987484355444305,0.9962453066332916,1.0,0,0.0,0.0,1,0.0,3.0,798,796.0,799.0,0,0.0,0.0
38,0.0,0.0,0.0,0.8734335839598998,0.849624060150376,0.8958594730238394,0.0,0.0,0.0,0.4367167919799499,0.42606516290726815,0.8898623279098874,0.8723404255319149,0.8485607008760951,0.8948685857321652,0,0.0,0.0,1,0.0,3.0,697,678.0,715.0,101,83.0,120.0
39,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.9987484355444305,0.9962453066332916,1.0,0,0.0,0.0,1,0.0,3.0,798,796.0,799.0,0,0.0,0.0
40,0.0,0.0,0.0,0.9197994987468672,0.9008782936010038,0.9374217772215269,0.0,0.0,0.0,0.4598997493734336,0.45112781954887216,0.9336670838548186,0.918648310387985,0.899874843554443,0.9374217772215269,0,0.0,0.0,1,0.0,3.0,734,719.0,749.0,64,50.0,79.0
41,0.0,0.0,0.0,0.9197994987468672,0.899874843554443,0.9385964912280702,0.0,0.0,0.0,0.4598997493734336,0.45112781954887216,0.934918648310388,0.918648310387985,0.8986232790988736,0.9374217772215269,0,0.0,0.0,1,0.0,3.0,734,718.0,749.0,64,49.0,80.0
42,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.9987484355444305,0.9962453066332916,1.0,0,0.0,0.0,1,0.0,3.0,798,796.0,799.0,0,0.0,0.0
43,0.0,0.0,0.0,0.9724310776942355,0.9611528822055138,0.9836888331242158,0.0,0.0,0.0,0.48621553884711777,0.48117942283563364,0.981226533166458,0.9712140175219024,0.9599499374217773,0.9824780976220275,0,0.0,0.0,1,0.0,3.0,776,767.0,785.0,22,13.0,31.0
