Predictions:
SM25,SM25,0.37,0.01344107623307046,2.7578719282393283
SM26,SM26,-0.7000000000000001,0.013361138100292885,2.7495583624304603
SM27,SM27,1.47,3.94464950685735e-08,1.3600041024354872
SM28,SM28,1.87,0.0,1.36
SM29,SM29,1.47,1.494895479654403e-07,1.3600155469129884
SM30,SM30,2.73,1.3453630570196874e-06,1.3601399177579299
SM31,SM31,1.54,4.3383821036787003e-10,1.360000045119174
SM32,SM32,1.97,2.7305881222731507e-08,1.3600028398116473
SM33,SM33,3.24,0.0,1.36
SM34,SM34,2.05,1.3696641564886716e-08,1.3600014244507228
SM35,SM35,1.36,5.71108298258429e-07,1.3600593952630189
SM36,SM36,2.63,1.3148643358942858e-06,1.360136745890933
SM37,SM37,1.44,1.1076281149657645e-07,1.3600115193323958
SM38,SM38,0.92,2.027036018354614e-06,1.360210811745909
SM39,SM39,2.17,9.190237115357836e-05,1.3695578465999725
SM40,SM40,1.01,1.3453630570196874e-06,1.3601399177579299
SM41,SM41,-0.23,0.01314269632174524,2.726840417461505
SM42,SM42,-0.25,0.013308600664929969,2.744094469152717
SM43,SM43,-0.55,0.010713282071424373,2.474181335428135
SM44,SM44,0.28,0.011697253061616422,2.576514318408108
SM45,SM45,1.28,0.012575502951253249,2.667852306930338
SM46,SM46,0.53,0.010713297459104524,2.4741829357468714

Name:
TFE MLR + EC_RISM
Category:
Empirical logP + QM pKa
Ranked:
True
