Predictions:
SM25,SM25,-0.38,0.18,2.3999880195383225
SM26,SM26,-3.45,0.11,2.3999886092463867
SM27,SM27,-0.52,0.13,2.3979742881675223
SM28,SM28,1.85,0.13,1.5
SM29,SM29,-0.85,0.15,2.3970721226093223
SM30,SM30,1.07,0.14,2.3986675007101423
SM31,SM31,0.02,0.13,2.3983151936120537
SM32,SM32,1.27,0.16,2.39855103740242
SM33,SM33,5.45,0.16,1.5
SM34,SM34,1.23,0.14,2.39892838869771
SM35,SM35,-1.99,0.36,2.399809083536587
SM36,SM36,-1.03,0.6,2.399648783489643
SM37,SM37,-1.43,0.75,2.3997498106923096
SM38,SM38,-1.94,0.41,2.3995443305472417
SM39,SM39,0.08,0.41,2.399608172679832
SM40,SM40,-1.18,0.31,2.3996953304337554
SM41,SM41,-3.23,0.18,2.3999972682711226
SM42,SM42,-0.71,0.13,2.399997478807581
SM43,SM43,-1.77,0.16,2.399994399413065
SM44,SM44,-3.46,0.22,2.3999104647733165
SM45,SM45,-0.42,0.41,2.399886760987729
SM46,SM46,-2.2,0.29,2.3999411369110883

Name:
MD (CGenFF/TIP3P) + Gaussian_corrected
Category:
MM logP + QM+LEC pKa
Ranked:
True
