Predictions:
SM25,SM25,1.45,0.0,1.62736237955926
SM26,SM26,-3.13,0.0,2.506510219032152
SM27,SM27,1.75,0.0,1.0600000003220549
SM28,SM28,0.83,0.0,1.06
SM29,SM29,1.23,0.0,1.060000014275805
SM30,SM30,3.53,0.0,1.0600001445262448
SM31,SM31,1.61,0.0,1.0600003022939144
SM32,SM32,1.63,0.0,1.0600000019066798
SM33,SM33,4.27,0.0,1.06
SM34,SM34,2.39,0.0,1.0600002390356282
SM35,SM35,0.77,0.0,1.060003863243295
SM36,SM36,3.73,0.0,1.060517639767404
SM37,SM37,-1.31,0.0,2.508112831230342
SM38,SM38,0.48,0.0,1.0600307528312118
SM39,SM39,2.45,0.0,1.062395960435093
SM40,SM40,1.35,0.0,1.0890629521889412
SM41,SM41,-1.45,0.0,2.496029608152775
SM42,SM42,1.16,0.0,2.502465326649413
SM43,SM43,-1.16,0.0,2.5071930954873802
SM44,SM44,-0.6900000000000001,0.0,1.7782049976993068
SM45,SM45,1.68,0.0,1.5093985461690262
SM46,SM46,-0.95,0.0,2.473467961947144

Name:
TFE IEFPCM MST + IEFPCM/MST
Category:
QM logP + QM pKa
Ranked:
True
