Predictions:
SM25,SM25,-1.15,0.1199017598282084,2.0
SM26,SM26,-2.92,0.1397423762290522,2.0
SM27,SM27,1.44,0.17000003171656936,2.0
SM28,SM28,1.39,0.13,2.0
SM29,SM29,1.22,0.100000199580284,2.0
SM30,SM30,3.5500000000000003,0.19000006621276927,2.0
SM31,SM31,3.12,0.15000000230065585,2.0
SM32,SM32,2.31,0.09000003171656935,2.0
SM33,SM33,4.63,0.19,2.0
SM34,SM34,3.66,0.1400000000348365,2.0
SM35,SM35,-0.07,0.22000045616483532,2.0
SM36,SM36,0.89,0.2000006289396017,2.0
SM37,SM37,1.11,0.10000005508585408,2.0
SM38,SM38,-0.35000000000000003,0.1300032671890941,2.0
SM39,SM39,2.02,0.29000009135794513,2.0
SM40,SM40,0.62,0.15000172321773445,2.0
SM41,SM41,0.52,0.1294766376651706,2.0
SM42,SM42,3.69,0.1994234547197126,2.0
SM43,SM43,2.38,0.13870466475253715,2.0
SM44,SM44,1.39,0.0938472905132671,2.0
SM45,SM45,2.65,0.21742105380207608,2.0
SM46,SM46,2.7,0.1427763943395595,2.0

Name:
NES-1 (GAFF2/OPC3) B + pKa_experimental
Category:
MM logP + Experimental pKa
Ranked:
True
