ID,Sensitivity,Sensitivity_lower_bound,Sensitivity_upper_bound,Specificity,Specificity_lower_bound,Specificity_upper_bound,Precision,Precision_lower_bound,Precision_upper_bound,Balanced Accuracy,Balanced Accuracy_lower_bound,Balanced Accuracy_upper_bound,Accuracy,Accuracy_lower_bound,Accuracy_upper_bound,True Positive,True Positive_lower_bound,True Positive_upper_bound,False Negative,False Negative_lower_bound,False Negative_upper_bound,True Negative,True Negative_lower_bound,True Negative_upper_bound,False Positive,False Positive_lower_bound,False Positive_upper_bound
33,0.0,0.0,0.0,0.9122807017543859,0.8922305764411027,0.9311639549436797,0.0,0.0,0.0,0.45614035087719296,0.4473684210526316,0.9261576971214017,0.9111389236545682,0.8911138923654568,0.9299123904881101,0,0.0,0.0,1,0.0,3.0,728,712.0,743.0,70,55.0,86.0
35,0.0,0.0,0.0,0.9874686716791979,0.9787234042553191,0.9949811794228356,0.0,0.0,0.0,0.49373433583959897,0.4899749373433584,0.9924906132665833,0.986232790988736,0.9774718397997497,0.9937421777221527,0,0.0,0.0,1,0.0,3.0,788,781.0,794.0,10,4.0,17.0
36,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.9987484355444305,0.9962453066332916,1.0,0,0.0,0.0,1,0.0,3.0,798,796.0,799.0,0,0.0,0.0
37,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.9987484355444305,0.9962453066332916,1.0,0,0.0,0.0,1,0.0,3.0,798,796.0,799.0,0,0.0,0.0
38,0.0,0.0,0.0,0.5275689223057645,0.493116395494368,0.5619524405506884,0.0,0.0,0.0,0.26378446115288223,0.24811557788944724,0.5531914893617021,0.5269086357947435,0.493116395494368,0.5619524405506884,0,0.0,0.0,1,0.0,3.0,421,394.0,449.0,377,350.0,405.0
39,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.9987484355444305,0.9962453066332916,1.0,0,0.0,0.0,1,0.0,3.0,798,796.0,799.0,0,0.0,0.0
40,0.0,0.0,0.0,0.9060150375939849,0.8858218318695107,0.9259723964868256,0.0,0.0,0.0,0.45300751879699247,0.44360902255639095,0.9211514392991239,0.904881101376721,0.8836045056320401,0.9249061326658323,0,0.0,0.0,1,0.0,3.0,723,706.0,739.0,75,59.0,91.0
41,0.0,0.0,0.0,0.9060150375939849,0.8848560700876095,0.9260651629072681,0.0,0.0,0.0,0.45300751879699247,0.44360902255639095,0.9211514392991239,0.904881101376721,0.8836045056320401,0.9249061326658323,0,0.0,0.0,1,0.0,3.0,723,706.0,739.0,75,59.0,92.0
42,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.9987484355444305,0.9962453066332916,1.0,0,0.0,0.0,1,0.0,3.0,798,796.0,799.0,0,0.0,0.0
43,0.0,0.0,0.0,0.9649122807017544,0.9522613065326633,0.9774153074027604,0.0,0.0,0.0,0.4824561403508772,0.47619047619047616,0.9737171464330413,0.9637046307884856,0.9499374217772215,0.9762202753441802,0,0.0,0.0,1,0.0,3.0,770,759.0,780.0,28,18.0,38.0
44,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.9987484355444305,0.9962453066332916,1.0,0,0.0,0.0,1,0.0,3.0,798,796.0,799.0,0,0.0,0.0
45,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.9987484355444305,0.9962453066332916,1.0,0,0.0,0.0,1,0.0,3.0,798,796.0,799.0,0,0.0,0.0
46,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.9987484355444305,0.9962453066332916,1.0,0,0.0,0.0,1,0.0,3.0,798,796.0,799.0,0,0.0,0.0
47,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.9987484355444305,0.9962453066332916,1.0,0,0.0,0.0,1,0.0,3.0,798,796.0,799.0,0,0.0,0.0
48,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.9987484355444305,0.9962453066332916,1.0,0,0.0,0.0,1,0.0,3.0,798,796.0,799.0,0,0.0,0.0
49,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.9987484355444305,0.9962453066332916,1.0,0,0.0,0.0,1,0.0,3.0,798,796.0,799.0,0,0.0,0.0
50,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.9987484355444305,0.9962453066332916,1.0,0,0.0,0.0,1,0.0,3.0,798,796.0,799.0,0,0.0,0.0
51,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.9987484355444305,0.9962453066332916,1.0,0,0.0,0.0,1,0.0,3.0,798,796.0,799.0,0,0.0,0.0
52,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.9987484355444305,0.9962453066332916,1.0,0,0.0,0.0,1,0.0,3.0,798,796.0,799.0,0,0.0,0.0
53,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.9987484355444305,0.9962453066332916,1.0,0,0.0,0.0,1,0.0,3.0,798,796.0,799.0,0,0.0,0.0
54,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.9987484355444305,0.9962453066332916,1.0,0,0.0,0.0,1,0.0,3.0,798,796.0,799.0,0,0.0,0.0
55,0.0,0.0,0.0,0.9924812030075187,0.9862155388471178,0.9974968710888611,0.0,0.0,0.0,0.49624060150375937,0.4937106918238994,0.9962453066332916,0.9912390488110138,0.9849812265331664,0.9974968710888611,0,0.0,0.0,1,0.0,3.0,792,787.0,797.0,6,2.0,11.0
56,0.0,0.0,0.0,0.9899749373433584,0.9824561403508771,0.9962406015037594,0.0,0.0,0.0,0.4949874686716792,0.4918444165621079,0.9949937421777222,0.9887359198998749,0.981226533166458,0.9949937421777222,0,0.0,0.0,1,0.0,3.0,790,784.0,795.0,8,3.0,14.0
