Predictions:
SM25,SM25,1.32,0.04990175982820839,1.05
SM26,SM26,-0.1,0.049742376229052185,1.05
SM27,SM27,2.21,0.010000031716569352,1.05
SM28,SM28,2.18,0.01,1.05
SM29,SM29,2.07,0.010000199580283978,1.05
SM30,SM30,3.78,0.010000066212769271,1.05
SM31,SM31,3.27,0.010000002300655841,1.05
SM32,SM32,2.59,0.010000031716569352,1.05
SM33,SM33,5.27,0.01,1.05
SM34,SM34,5.2700000000000005,0.010000000034836488,1.05
SM35,SM35,0.95,0.010000456164835352,1.05
SM36,SM36,2.59,0.010000628939601658,1.05
SM37,SM37,2.14,0.010000055085854076,1.05
SM38,SM38,2.3000000000000003,0.010003267189094098,1.05
SM39,SM39,4.16,0.010000091357945131,1.05
SM40,SM40,3.61,0.010001723217734446,1.05
SM41,SM41,1.13,0.0494766376651706,1.05
SM42,SM42,5.41,0.039423454719712585,1.05
SM43,SM43,2.48,0.04870466475253714,1.05
SM44,SM44,0.52,0.043847290513267086,1.05
SM45,SM45,1.69,0.04742105380207609,1.05
SM46,SM46,1.54,0.0427763943395595,1.05

Name:
EC_RISM_wet + pKa_experimental
Category:
Physical (QM) + experimental
Ranked:
True
