Predictions:
SM25,SM25,1.89,0.2199017598282084,1.5
SM26,SM26,-0.74,0.14974237622905218,1.5
SM27,SM27,2.43,0.13000003171656935,1.5
SM28,SM28,1.85,0.13,1.5
SM29,SM29,1.94,0.15000019958028396,1.5
SM30,SM30,4.2,0.14000006621276928,1.5
SM31,SM31,3.0500000000000003,0.13000000230065584,1.5
SM32,SM32,4.36,0.16000003171656935,1.5
SM33,SM33,5.45,0.16,1.5
SM34,SM34,4.46,0.1400000000348365,1.5
SM35,SM35,1.98,0.3600004561648353,1.5
SM36,SM36,2.68,0.6000006289396016,1.5
SM37,SM37,2.43,0.7500000550858541,1.5
SM38,SM38,1.66,0.4100032671890941,1.5
SM39,SM39,3.74,0.4100000913579451,1.5
SM40,SM40,2.59,0.31000172321773445,1.5
SM41,SM41,0.41,0.2194766376651706,1.5
SM42,SM42,4.29,0.1594234547197126,1.5
SM43,SM43,1.95,0.19870466475253715,1.5
SM44,SM44,-0.26,0.2538472905132671,1.5
SM45,SM45,2.3000000000000003,0.4474210538020761,1.5
SM46,SM46,1.27,0.32277639433955946,1.5

Name:
MD (CGenFF/TIP3P) + pKa_experimental
Category:
Physical (MM) + experimental
Ranked:
True
