Predictions:
SM25,SM25,2.24,0.01,0.5673623795592599
SM26,SM26,-1.88,0.01,1.4465102190321515
SM27,SM27,1.56,0.11,3.2205456435880015e-10
SM28,SM28,1.18,0.08,0.0
SM29,SM29,1.61,0.03,1.4275805035488128e-08
SM30,SM30,2.76,0.19,1.445262447183409e-07
SM31,SM31,1.96,0.14,3.0229391433145506e-07
SM32,SM32,2.44,0.17,1.906679711948364e-09
SM33,SM33,2.96,0.21,0.0
SM34,SM34,2.83,0.2,2.390356281008162e-07
SM35,SM35,0.88,0.02,3.863243295339658e-06
SM36,SM36,0.75,0.05,0.0005176397674037646
SM37,SM37,-1.74,0.1,1.4481128312303422
SM38,SM38,1.03,0.07,3.075283121169717e-05
SM39,SM39,1.87,0.13,0.0023959604350929213
SM40,SM40,1.76,0.05,0.02906295218894108
SM41,SM41,-1.74,0.02,1.4360296081527748
SM42,SM42,-0.8200000000000001,0.03,1.4424653266494132
SM43,SM43,-2.16,0.01,1.4471930954873795
SM44,SM44,0.63,0.03,0.718204997699307
SM45,SM45,2.2,0.04,0.4493985461690263
SM46,SM46,-0.18,0.01,1.413467961947144

Name:
logP_experimental + IEFPCM/MST
Category:
experimental + QM
Ranked:
True
