Predictions:
SM25,SM25,2.34,0.01,0.0
SM26,SM26,0.94,0.01,0.0
SM27,SM27,1.36,0.11,0.0
SM28,SM28,1.18,0.08,0.0
SM29,SM29,1.4,0.03,0.0
SM30,SM30,2.5500000000000003,0.19,0.0
SM31,SM31,1.78,0.14,0.0
SM32,SM32,1.71,0.17,0.0
SM33,SM33,2.96,0.21,0.0
SM34,SM34,2.54,0.2,0.0
SM35,SM35,-0.13,0.02,0.0
SM36,SM36,-0.18,0.05,0.0
SM37,SM37,0.73,0.1,0.0
SM38,SM38,0.05,0.07,0.0
SM39,SM39,0.94,0.13,0.0
SM40,SM40,0.87,0.05,0.0
SM41,SM41,0.45,0.02,0.0
SM42,SM42,1.48,0.03,0.0
SM43,SM43,0.62,0.01,0.0
SM44,SM44,0.96,0.03,0.0
SM45,SM45,2.29,0.04,0.0
SM46,SM46,1.57,0.01,0.0

Name:
logP_experimental + TZVP-QM
Category:
experimental + QM
Ranked:
True
