Predictions:
SM25,SM25,-16.09,0.01,0.6862024272328914
SM26,SM26,1.04,0.01,6.862024272327598e-27
SM27,SM27,1.56,0.11,4.3295745542936e-11
SM28,SM28,1.18,0.08,0.0
SM29,SM29,1.61,0.03,1.9788168744384654e-09
SM30,SM30,2.76,0.19,7.861800849750127e-07
SM31,SM31,1.96,0.14,3.770403786545822e-09
SM32,SM32,2.44,0.17,3.7707860212996606e-10
SM33,SM33,2.96,0.21,0.0
SM34,SM34,2.83,0.2,2.0722261777124047e-10
SM35,SM35,0.88,0.02,4.064811345851252e-09
SM36,SM36,0.75,0.05,0.00036413411127090753
SM37,SM37,1.38,0.1,0.015509356260610018
SM38,SM38,1.03,0.07,7.52390242532846e-11
SM39,SM39,1.87,0.13,0.0020316802734248454
SM40,SM40,1.82,0.05,0.00045071428616981105
SM41,SM41,-0.63,0.02,0.6037836374125737
SM42,SM42,-0.15,0.03,0.6692457493186246
SM43,SM43,-0.8200000000000001,0.01,0.6571348160872621
SM44,SM44,0.24,0.03,0.53277016768521
SM45,SM45,1.89,0.04,0.4176243061912721
SM46,SM46,1.33,0.01,0.2397387894188615

Name:
logP_experimental + DFT_M06-2X_SMD_explicit_water
Category:
experimental + QM
Ranked:
True
