Predictions:
SM25,SM25,-1.03,0.03990175982820839,1.06
SM26,SM26,-2.7,0.03974237622905219,1.06
SM27,SM27,1.75,3.171656935122753e-08,1.06
SM28,SM28,0.83,0.0,1.06
SM29,SM29,1.23,1.9958028397883465e-07,1.06
SM30,SM30,3.53,6.621276927099838e-08,1.06
SM31,SM31,1.61,2.3006558391672453e-09,1.06
SM32,SM32,1.63,3.171656935122753e-08,1.06
SM33,SM33,4.27,0.0,1.06
SM34,SM34,2.39,3.4836487372642844e-11,1.06
SM35,SM35,0.77,4.5616483535177537e-07,1.06
SM36,SM36,3.74,6.28939601658209e-07,1.06
SM37,SM37,1.88,5.5085854073942854e-08,1.06
SM38,SM38,0.48,3.2671890940976683e-06,1.06
SM39,SM39,2.47,9.135794513077607e-08,1.06
SM40,SM40,1.42,1.7232177344455449e-06,1.06
SM41,SM41,-1.31,0.039476637665170594,1.06
SM42,SM42,2.89,0.029423454719712593,1.06
SM43,SM43,0.06,0.038704664752537137,1.06
SM44,SM44,-1.26,0.03384729051326709,1.06
SM45,SM45,0.55,0.03742105380207609,1.06
SM46,SM46,-0.07,0.0327763943395595,1.06

Name:
TFE IEFPCM MST + pKa_experimental
Category:
Physical (QM) + experimental
Ranked:
True
